Transaction_ID,Date,Customer_Name,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Unit_Cost,Cost,Profit,Profit_Margin
100628,2026-04-16,Laura Burke,East,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100744,2025-10-21,Jason Edwards,West,Electronics,Smart Phone,6,699.99,4199.94,503.99,3023.94,1176.0,0.28
100422,2025-12-20,Ryan Bond,North,Office Supplies,Notebook,14,4.99,69.86,2.25,31.5,38.36,0.5491
101175,2026-03-28,Joseph Shields,East,Electronics,Laptop,2,1199.99,2399.98,863.99,1727.98,672.0,0.28
100602,2026-03-18,Jennifer Carter,South,Furniture,Sofa,2,799.99,1599.98,479.99,959.98,640.0,0.4
101053,2025-08-20,Matthew Griffin,South,Office Supplies,File Organizer,15,24.99,374.85,11.25,168.75,206.1,0.5498
101084,2026-04-02,Denise Murray,West,Office Supplies,Notebook,5,4.99,24.95,2.25,11.25,13.7,0.5491
100056,2025-08-16,Amy Simmons,South,Office Supplies,Paper Shredder,2,89.99,179.98,40.5,81.0,98.98,0.5499
100043,2026-01-19,Lisa Miller,West,Furniture,Ergonomic Desk,13,299.99,3899.87,179.99,2339.87,1560.0,0.4
100100,2026-05-09,Kathryn Fisher,West,Furniture,Office Chair,7,189.99,1329.93,113.99,797.93,532.0,0.4
100274,2026-03-13,Randall Benitez,East,Electronics,Wireless Headphones,2,149.99,299.98,107.99,215.98,84.0,0.28
101543,2026-02-27,Lauren Carter,North,Electronics,Smart Phone,15,699.99,10499.85,503.99,7559.85,2940.0,0.28
100101,2025-07-29,Angela Wilson,West,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
101593,2025-10-05,Christina Rowland,North,Electronics,Wireless Headphones,14,149.99,2099.86,107.99,1511.86,588.0,0.28
100107,2025-07-02,Mario Leblanc,South,Furniture,Office Chair,13,189.99,2469.87,113.99,1481.87,988.0,0.4
101105,2025-12-08,Robert Ortiz,East,Office Supplies,Gel Pens (Pack of 10),6,12.5,75.0,5.62,33.72,41.28,0.5504
101405,2026-03-20,Marc Smith,West,Furniture,Dining Table,2,450.0,900.0,270.0,540.0,360.0,0.4
101116,2025-11-06,Kelly Lynch,North,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
100629,2025-06-24,Linda Mitchell,South,Office Supplies,Gel Pens (Pack of 10),14,12.5,175.0,5.62,78.68,96.32,0.5504
101492,2026-05-17,Jessica Fowler,East,Office Supplies,Paper Shredder,4,89.99,359.96,40.5,162.0,197.96,0.5499
100394,2025-08-15,Unknown Customer,South,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
100712,2025-10-06,Connie Edwards,South,Office Supplies,Notebook,5,4.99,24.95,2.25,11.25,13.7,0.5491
100990,2025-08-05,Kim Flores,South,Furniture,Ergonomic Desk,10,299.99,2999.9,179.99,1799.9,1200.0,0.4
100483,2025-12-07,Jordan Smith,North,Office Supplies,File Organizer,12,24.99,299.88,11.25,135.0,164.88,0.5498
100668,2025-10-09,Laura Griffin,West,Office Supplies,Paper Shredder,9,89.99,809.91,40.5,364.5,445.41,0.5499
100720,2026-05-25,Christopher Parker,South,Electronics,Smart Watch,4,249.99,999.96,179.99,719.96,280.0,0.28
101265,2025-10-07,Julie Morris,North,Electronics,Wireless Headphones,7,149.99,1049.93,107.99,755.93,294.0,0.28
100432,2026-05-10,Corey Baker,West,Office Supplies,Notebook,15,4.99,74.85,2.25,33.75,41.1,0.5491
100893,2025-11-12,Paul Smith,North,Furniture,Sofa,9,799.99,7199.91,479.99,4319.91,2880.0,0.4
100551,2026-02-27,Eric Floyd,East,Furniture,Dining Table,5,450.0,2250.0,270.0,1350.0,900.0,0.4
100478,2025-10-30,Lindsey Armstrong,South,Office Supplies,Gel Pens (Pack of 10),13,12.5,162.5,5.62,73.06,89.44,0.5504
100543,2025-08-08,David Wright,West,Furniture,Dining Table,11,450.0,4950.0,270.0,2970.0,1980.0,0.4
100462,2026-04-28,Jamie Tucker,South,Electronics,Wireless Headphones,9,149.99,1349.91,107.99,971.91,378.0,0.28
101034,2026-02-10,Jenna Gardner,South,Furniture,Office Chair,9,189.99,1709.91,113.99,1025.91,684.0,0.4
100941,2025-10-24,Jasmine Nguyen,West,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
100611,2026-05-11,Kathleen Morris,East,Office Supplies,Gel Pens (Pack of 10),2,12.5,25.0,5.62,11.24,13.76,0.5504
100798,2026-01-22,Todd Cook,West,Electronics,Laptop,6,1199.99,7199.94,863.99,5183.94,2016.0,0.28
100590,2026-02-14,Kiara Jenkins,West,Electronics,Smart Watch,12,249.99,2999.88,179.99,2159.88,840.0,0.28
101375,2026-05-12,Kimberly Clark,West,Furniture,Dining Table,14,450.0,6300.0,270.0,3780.0,2520.0,0.4
100226,2025-10-16,Adam Alvarado,North,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
101417,2025-07-16,Steven Jones,North,Office Supplies,Gel Pens (Pack of 10),8,12.5,100.0,5.62,44.96,55.04,0.5504
100538,2025-12-03,Kathy Carson,East,Office Supplies,Notebook,9,4.99,44.91,2.25,20.25,24.66,0.5491
100163,2025-07-06,Dawn Carlson,West,Furniture,Office Chair,5,189.99,949.95,113.99,569.95,380.0,0.4
100811,2025-11-02,Joshua Chambers,East,Office Supplies,Paper Shredder,15,89.99,1349.85,40.5,607.5,742.35,0.5499
100148,2026-02-28,Hannah Padilla,South,Furniture,Ergonomic Desk,11,299.99,3299.89,179.99,1979.89,1320.0,0.4
100792,2026-01-09,Alexander Allen,North,Furniture,Ergonomic Desk,4,299.99,1199.96,179.99,719.96,480.0,0.4
101310,2026-05-07,Shelly Cameron,East,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100306,2026-01-13,Todd Moore,West,Electronics,Wireless Headphones,13,149.99,1949.87,107.99,1403.87,546.0,0.28
100192,2025-11-11,Maria Lewis,South,Furniture,Sofa,10,799.99,7999.9,479.99,4799.9,3200.0,0.4
100309,2025-09-03,Brian Castro,South,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
100680,2025-12-15,Laura Lewis,South,Furniture,Dining Table,12,450.0,5400.0,270.0,3240.0,2160.0,0.4
100838,2026-03-04,Cory Lucas,South,Furniture,Office Chair,4,189.99,759.96,113.99,455.96,304.0,0.4
101357,2026-01-02,Laura White,North,Office Supplies,Mutated Product,14,89.99,1259.86,40.5,567.0,692.86,0.5499
101553,2026-01-14,Cynthia Miller,West,Furniture,Sofa,3,799.99,2399.97,479.99,1439.97,960.0,0.4
100707,2026-04-24,Omar Hopkins,East,Furniture,Dining Table,11,450.0,4950.0,270.0,2970.0,1980.0,0.4
101144,2025-06-13,Kendra Sullivan,West,Office Supplies,Gel Pens (Pack of 10),11,12.5,137.5,5.62,61.82,75.68,0.5504
101101,2025-07-28,Melissa Lopez,West,Electronics,Laptop,8,1199.99,9599.92,863.99,6911.92,2688.0,0.28
101581,2026-02-19,Devon Knox,West,Office Supplies,Paper Shredder,10,89.99,899.9,40.5,405.0,494.9,0.5499
100682,2025-11-15,Jessica Lewis,West,Furniture,Ergonomic Desk,4,299.99,1199.96,179.99,719.96,480.0,0.4
100218,2025-08-24,Sean Roberts,South,Furniture,Ergonomic Desk,12,299.99,3599.88,179.99,2159.88,1440.0,0.4
101477,2025-09-22,Mrs. Amanda Thompson,North,Furniture,Dining Table,3,450.0,1350.0,270.0,810.0,540.0,0.4
100286,2025-07-22,Thomas Nunez,North,Furniture,Dining Table,8,450.0,3600.0,270.0,2160.0,1440.0,0.4
101047,2026-03-18,Nancy Haynes,West,Electronics,Laptop,13,1199.99,15599.87,863.99,11231.87,4368.0,0.28
101336,2025-06-20,Alicia Turner,North,Electronics,Smart Phone,13,699.99,9099.87,503.99,6551.87,2548.0,0.28
100552,2026-04-10,Anne Owens,West,Furniture,Ergonomic Desk,7,299.99,2099.93,179.99,1259.93,840.0,0.4
101118,2025-06-21,Miranda Sharp,North,Furniture,Ergonomic Desk,7,299.99,2099.93,179.99,1259.93,840.0,0.4
101364,2026-02-03,Jason Griffin,North,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
101277,2026-02-07,Katelyn Ferguson,East,Office Supplies,Gel Pens (Pack of 10),2,12.5,25.0,5.62,11.24,13.76,0.5504
101322,2025-08-23,Michael Miller,East,Electronics,Smart Phone,1,699.99,699.99,503.99,503.99,196.0,0.28
101401,2025-06-08,Patricia Barnes,West,Furniture,Dining Table,7,450.0,3150.0,270.0,1890.0,1260.0,0.4
101030,2025-11-26,Andrew Norman,East,Office Supplies,Gel Pens (Pack of 10),10,12.5,125.0,5.62,56.2,68.8,0.5504
100576,2026-03-13,Crystal Cantu,West,Furniture,Dining Table,14,450.0,6300.0,270.0,3780.0,2520.0,0.4
100514,2026-05-27,Frederick Lee,West,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
101189,2025-11-30,Crystal Moses,North,Electronics,Wireless Headphones,3,149.99,449.97,107.99,323.97,126.0,0.28
101080,2026-04-21,Gregory Kelly,South,Furniture,Ergonomic Desk,9,299.99,2699.91,179.99,1619.91,1080.0,0.4
100664,2025-09-12,Tina Harris,West,Furniture,Sofa,2,799.99,1599.98,479.99,959.98,640.0,0.4
100413,2025-11-06,Tanya Long,East,Office Supplies,File Organizer,5,24.99,124.95,11.25,56.25,68.7,0.5498
101547,2026-02-16,Erin Gilbert,East,Office Supplies,Gel Pens (Pack of 10),6,12.5,75.0,5.62,33.72,41.28,0.5504
100925,2025-12-03,Diane Bradley,North,Furniture,Office Chair,10,189.99,1899.9,113.99,1139.9,760.0,0.4
100942,2025-08-31,Jackson Contreras,East,Electronics,Smart Watch,9,249.99,2249.91,179.99,1619.91,630.0,0.28
100813,2025-10-19,Kathy Hernandez,West,Office Supplies,File Organizer,15,24.99,374.85,11.25,168.75,206.1,0.5498
101097,2025-11-18,Amy Beasley,West,Electronics,Smart Watch,12,249.99,2999.88,179.99,2159.88,840.0,0.28
100277,2025-07-12,Ronald Vargas,South,Furniture,Ergonomic Desk,11,299.99,3299.89,179.99,1979.89,1320.0,0.4
101530,2026-02-10,Unknown Customer,West,Furniture,Ergonomic Desk,13,299.99,3899.87,179.99,2339.87,1560.0,0.4
100973,2025-08-11,David Taylor,South,Electronics,Wireless Headphones,14,149.99,2099.86,107.99,1511.86,588.0,0.28
100236,2025-07-17,Katherine Ross,South,Electronics,Wireless Headphones,14,149.99,2099.86,107.99,1511.86,588.0,0.28
101352,2026-01-12,Unknown Customer,West,Office Supplies,Paper Shredder,8,89.99,719.92,40.5,324.0,395.92,0.5499
101466,2026-03-06,Emily Garcia,East,Office Supplies,Gel Pens (Pack of 10),4,12.5,50.0,5.62,22.48,27.52,0.5504
100416,2025-08-31,Kelsey Robles,East,Electronics,Wireless Headphones,10,149.99,1499.9,107.99,1079.9,420.0,0.28
101221,2026-01-02,Jeremy Hooper,South,Electronics,Smart Phone,13,699.99,9099.87,503.99,6551.87,2548.0,0.28
100208,2026-03-29,Maria Hall,South,Office Supplies,Paper Shredder,14,89.99,1259.86,40.5,567.0,692.86,0.5499
100997,2026-02-17,Megan Bishop,South,Electronics,Laptop,14,1199.99,16799.86,863.99,12095.86,4704.0,0.28
100607,2025-08-28,Tammy Walker,West,Furniture,Sofa,13,799.99,10399.87,479.99,6239.87,4160.0,0.4
100058,2026-03-10,Unknown Customer,East,Electronics,Laptop,1,1199.99,1199.99,863.99,863.99,336.0,0.28
101331,2025-08-19,Billy Romero,West,Electronics,Laptop,8,1199.99,9599.92,863.99,6911.92,2688.0,0.28
100555,2025-06-03,Diamond Rowe,East,Office Supplies,Gel Pens (Pack of 10),7,12.5,87.5,5.62,39.34,48.16,0.5504
100892,2025-11-20,Zachary Murphy,West,Electronics,Smart Phone,6,699.99,4199.94,503.99,3023.94,1176.0,0.28
101313,2025-06-15,Tammy Zimmerman,South,Furniture,Dining Table,3,450.0,1350.0,270.0,810.0,540.0,0.4
100363,2025-10-18,David Owens,West,Office Supplies,File Organizer,3,24.99,74.97,11.25,33.75,41.22,0.5498
100527,2025-09-12,Nathaniel Rice,South,Furniture,Office Chair,14,189.99,2659.86,113.99,1595.86,1064.0,0.4
100354,2025-10-22,Shelley Miller,South,Furniture,Dining Table,10,450.0,4500.0,270.0,2700.0,1800.0,0.4
100879,2026-02-27,Sabrina Kelly,West,Office Supplies,Gel Pens (Pack of 10),15,12.5,187.5,5.62,84.3,103.2,0.5504
101335,2025-10-05,Shelly Manning,North,Furniture,Sofa,14,799.99,11199.86,479.99,6719.86,4480.0,0.4
101161,2026-04-12,Joseph Perez,South,Furniture,Ergonomic Desk,7,299.99,2099.93,179.99,1259.93,840.0,0.4
101383,2026-02-07,Brent Mosley,South,Office Supplies,Notebook,8,4.99,39.92,2.25,18.0,21.92,0.5491
100292,2025-08-16,Jennifer Mayer,North,Office Supplies,Notebook,1,4.99,4.99,2.25,2.25,2.74,0.5491
101274,2025-11-24,Keith Mason,North,Furniture,Office Chair,4,189.99,759.96,113.99,455.96,304.0,0.4
101457,2026-05-11,Unknown Customer,North,Electronics,Smart Phone,11,699.99,7699.89,503.99,5543.89,2156.0,0.28
101251,2026-02-21,Susan Baker,North,Office Supplies,Notebook,2,4.99,9.98,2.25,4.5,5.48,0.5491
100548,2026-01-21,Christine Moore,West,Electronics,Smart Phone,8,699.99,5599.92,503.99,4031.92,1568.0,0.28
100233,2026-02-22,Michael Maldonado,North,Furniture,Ergonomic Desk,8,299.99,2399.92,179.99,1439.92,960.0,0.4
100589,2026-02-25,Jennifer Smith,West,Furniture,Sofa,14,799.99,11199.86,479.99,6719.86,4480.0,0.4
101376,2025-11-07,Paula Brady,North,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100196,2025-07-25,Laura Walsh,East,Electronics,Smart Phone,5,699.99,3499.95,503.99,2519.95,980.0,0.28
100834,2025-12-09,Hannah White,South,Office Supplies,Notebook,15,4.99,74.85,2.25,33.75,41.1,0.5491
100493,2025-11-24,James Holmes,West,Electronics,Wireless Headphones,8,149.99,1199.92,107.99,863.92,336.0,0.28
101594,2026-05-14,April Wilson,South,Office Supplies,Notebook,11,4.99,54.89,2.25,24.75,30.14,0.5491
100081,2025-12-20,Christopher Wallace,East,Electronics,Wireless Headphones,9,149.99,1349.91,107.99,971.91,378.0,0.28
100752,2025-08-04,Thomas Klein,North,Office Supplies,Gel Pens (Pack of 10),7,12.5,87.5,5.62,39.34,48.16,0.5504
101276,2025-12-21,William Hernandez,South,Furniture,Office Chair,15,189.99,2849.85,113.99,1709.85,1140.0,0.4
100989,2025-07-18,Miranda Wilson,North,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100380,2025-07-11,Rachel Ellis,East,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
100111,2025-12-03,Terry Moreno,East,Furniture,Dining Table,4,450.0,1800.0,270.0,1080.0,720.0,0.4
101473,2026-01-24,Robert Cook,South,Office Supplies,Gel Pens (Pack of 10),2,12.5,25.0,5.62,11.24,13.76,0.5504
101398,2026-01-21,Stephen Morrison,West,Furniture,Dining Table,1,450.0,450.0,270.0,270.0,180.0,0.4
101467,2025-12-29,Unknown Customer,North,Electronics,Smart Watch,4,249.99,999.96,179.99,719.96,280.0,0.28
101497,2026-04-29,Paula Castaneda,North,Furniture,Mutated Product,10,450.0,4500.0,270.0,2700.0,1800.0,0.4
100886,2025-10-23,Matthew Wyatt,West,Furniture,Office Chair,4,189.99,759.96,113.99,455.96,304.0,0.4
101190,2026-02-23,John Rogers,West,Office Supplies,Gel Pens (Pack of 10),8,12.5,100.0,5.62,44.96,55.04,0.5504
100310,2026-04-13,Jacob Black,South,Office Supplies,File Organizer,9,24.99,224.91,11.25,101.25,123.66,0.5498
101100,2025-08-01,Kimberly Moore,North,Furniture,Dining Table,5,450.0,2250.0,270.0,1350.0,900.0,0.4
101211,2025-07-25,Tamara Wilson,South,Electronics,Wireless Headphones,5,149.99,749.95,107.99,539.95,210.0,0.28
100583,2025-08-15,Daniel Gillespie,East,Office Supplies,File Organizer,8,24.99,199.92,11.25,90.0,109.92,0.5498
101227,2026-03-07,Unknown Customer,North,Electronics,Wireless Headphones,8,149.99,1199.92,107.99,863.92,336.0,0.28
101176,2025-08-02,Kimberly Williams,East,Office Supplies,Paper Shredder,15,89.99,1349.85,40.5,607.5,742.35,0.5499
100890,2026-01-18,Kristi Brown MD,South,Electronics,Mutated Product,7,699.99,4899.93,503.99,3527.93,1372.0,0.28
101134,2025-09-02,Jeffrey Ball,South,Office Supplies,File Organizer,6,24.99,149.94,11.25,67.5,82.44,0.5498
101554,2025-06-02,Tina Morgan,East,Office Supplies,File Organizer,5,24.99,124.95,11.25,56.25,68.7,0.5498
101595,2025-12-11,Matthew Chen,North,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
100613,2025-12-26,Unknown Customer,North,Furniture,Office Chair,11,189.99,2089.89,113.99,1253.89,836.0,0.4
100570,2026-04-02,Benjamin Hughes,West,Office Supplies,Paper Shredder,1,89.99,89.99,40.5,40.5,49.49,0.5499
101552,2025-08-23,Unknown Customer,East,Furniture,Ergonomic Desk,4,299.99,1199.96,179.99,719.96,480.0,0.4
101096,2025-11-03,Ann Haley,North,Furniture,Sofa,1,799.99,799.99,479.99,479.99,320.0,0.4
101278,2026-04-07,Mary Lyons,South,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100584,2025-09-10,Ryan Hall,East,Furniture,Office Chair,1,189.99,189.99,113.99,113.99,76.0,0.4
101314,2026-05-03,Michael Davis,East,Office Supplies,Notebook,11,4.99,54.89,2.25,24.75,30.14,0.5491
100327,2026-04-29,Jessica Johnson,South,Furniture,Office Chair,12,189.99,2279.88,113.99,1367.88,912.0,0.4
100254,2025-11-17,Patrick Wood,South,Electronics,Laptop,7,1199.99,8399.93,863.99,6047.93,2352.0,0.28
100757,2025-08-22,Carrie Harris,South,Electronics,Smart Watch,2,249.99,499.98,179.99,359.98,140.0,0.28
100322,2026-01-15,Jonathan Mills,South,Furniture,Ergonomic Desk,8,299.99,2399.92,179.99,1439.92,960.0,0.4
101206,2026-05-04,Derek Smith,South,Office Supplies,Paper Shredder,8,89.99,719.92,40.5,324.0,395.92,0.5499
100816,2026-03-31,Unknown Customer,East,Electronics,Smart Phone,8,699.99,5599.92,503.99,4031.92,1568.0,0.28
100679,2025-11-14,Nichole Mcbride,West,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
100817,2026-03-15,Heather Buchanan,South,Electronics,Smart Phone,12,699.99,8399.88,503.99,6047.88,2352.0,0.28
101326,2026-02-26,Lindsay Carter,West,Furniture,Dining Table,4,450.0,1800.0,270.0,1080.0,720.0,0.4
100949,2026-01-27,Dawn Woods,North,Furniture,Office Chair,13,189.99,2469.87,113.99,1481.87,988.0,0.4
101470,2026-05-13,Ryan Garza,South,Electronics,Smart Watch,13,249.99,3249.87,179.99,2339.87,910.0,0.28
100490,2026-03-24,Luke Carroll,South,Furniture,Ergonomic Desk,8,299.99,2399.92,179.99,1439.92,960.0,0.4
100086,2025-11-18,Ashley Dorsey,South,Electronics,Laptop,13,1199.99,15599.87,863.99,11231.87,4368.0,0.28
100898,2026-01-26,Amanda Mayer,East,Office Supplies,Gel Pens (Pack of 10),2,12.5,25.0,5.62,11.24,13.76,0.5504
101168,2025-11-05,Lisa Arnold,South,Electronics,Smart Watch,15,249.99,3749.85,179.99,2699.85,1050.0,0.28
101574,2025-07-13,Robert Lewis,West,Electronics,Laptop,4,1199.99,4799.96,863.99,3455.96,1344.0,0.28
100365,2026-02-07,Kevin Griffin,South,Furniture,Ergonomic Desk,1,299.99,299.99,179.99,179.99,120.0,0.4
100517,2026-04-01,Connie Lyons,East,Furniture,Mutated Product,4,189.99,759.96,113.99,455.96,304.0,0.4
100964,2026-01-27,Kristen Liu,South,Furniture,Dining Table,3,450.0,1350.0,270.0,810.0,540.0,0.4
100287,2026-01-05,Catherine Adams,East,Office Supplies,Notebook,2,4.99,9.98,2.25,4.5,5.48,0.5491
100358,2026-02-17,Todd Hood,East,Furniture,Sofa,15,799.99,11999.85,479.99,7199.85,4800.0,0.4
101247,2026-04-14,Ashley Harmon,North,Office Supplies,Gel Pens (Pack of 10),7,12.5,87.5,5.62,39.34,48.16,0.5504
100979,2025-11-15,Joseph Meyers,South,Office Supplies,File Organizer,11,24.99,274.89,11.25,123.75,151.14,0.5498
100678,2026-05-25,Katie Coleman,East,Electronics,Wireless Headphones,8,149.99,1199.92,107.99,863.92,336.0,0.28
101549,2025-07-22,Kiara Rodriguez,West,Office Supplies,Paper Shredder,4,89.99,359.96,40.5,162.0,197.96,0.5499
100899,2025-11-04,David Davis,South,Furniture,Sofa,15,799.99,11999.85,479.99,7199.85,4800.0,0.4
100221,2026-04-01,Caleb Gonzalez,South,Electronics,Smart Phone,6,699.99,4199.94,503.99,3023.94,1176.0,0.28
100113,2025-09-30,Madeline Davis,West,Furniture,Ergonomic Desk,13,299.99,3899.87,179.99,2339.87,1560.0,0.4
101307,2025-10-28,Keith Nixon,East,Office Supplies,File Organizer,3,24.99,74.97,11.25,33.75,41.22,0.5498
101521,2026-03-27,Joseph Quinn,South,Office Supplies,Paper Shredder,7,89.99,629.93,40.5,283.5,346.43,0.5499
100711,2026-02-24,Madison Steele,South,Electronics,Laptop,2,1199.99,2399.98,863.99,1727.98,672.0,0.28
100497,2026-04-05,Nicholas Beck,North,Office Supplies,Notebook,15,4.99,74.85,2.25,33.75,41.1,0.5491
100174,2026-03-01,Alice Grant,West,Office Supplies,Paper Shredder,5,89.99,449.95,40.5,202.5,247.45,0.5499
101260,2025-12-26,Bryan Nguyen,North,Office Supplies,Notebook,9,4.99,44.91,2.25,20.25,24.66,0.5491
100651,2025-06-10,Emily Wilson,East,Office Supplies,Notebook,3,4.99,14.97,2.25,6.75,8.22,0.5491
100818,2026-05-14,Michele Hunt,South,Office Supplies,File Organizer,7,24.99,174.93,11.25,78.75,96.18,0.5498
101253,2025-06-27,Theresa Moore,South,Furniture,Dining Table,7,450.0,3150.0,270.0,1890.0,1260.0,0.4
100018,2025-12-17,Timothy Brown,South,Furniture,Sofa,5,799.99,3999.95,479.99,2399.95,1600.0,0.4
100285,2026-03-08,Ronald Vaughan,West,Furniture,Dining Table,12,450.0,5400.0,270.0,3240.0,2160.0,0.4
101318,2025-09-18,Howard Landry,North,Furniture,Ergonomic Desk,3,299.99,899.97,179.99,539.97,360.0,0.4
100428,2026-01-26,Victoria Bautista,South,Electronics,Smart Phone,9,699.99,6299.91,503.99,4535.91,1764.0,0.28
100535,2025-11-08,Joshua Perez,East,Furniture,Sofa,13,799.99,10399.87,479.99,6239.87,4160.0,0.4
100670,2025-06-07,Andrew Dean,South,Electronics,Smart Phone,11,699.99,7699.89,503.99,5543.89,2156.0,0.28
100214,2026-01-20,Jordan Williams,East,Electronics,Smart Watch,4,249.99,999.96,179.99,719.96,280.0,0.28
100937,2025-10-19,Matthew Lee,South,Furniture,Sofa,10,799.99,7999.9,479.99,4799.9,3200.0,0.4
100326,2025-09-21,Debbie Nichols,West,Furniture,Dining Table,2,450.0,900.0,270.0,540.0,360.0,0.4
100864,2026-05-01,Anne Black,South,Furniture,Dining Table,8,450.0,3600.0,270.0,2160.0,1440.0,0.4
100534,2026-05-03,Gary Horn,East,Electronics,Smart Watch,14,249.99,3499.86,179.99,2519.86,980.0,0.28
100341,2026-04-04,Natalie Bennett,West,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100147,2026-02-12,Heidi Frye,West,Office Supplies,File Organizer,14,24.99,349.86,11.25,157.5,192.36,0.5498
100360,2026-03-28,Kimberly Leblanc,North,Office Supplies,File Organizer,7,24.99,174.93,11.25,78.75,96.18,0.5498
100083,2025-07-30,Shaun Perez,West,Electronics,Laptop,15,1199.99,17999.85,863.99,12959.85,5040.0,0.28
100048,2026-01-22,Matthew Brown,West,Office Supplies,Gel Pens (Pack of 10),7,12.5,87.5,5.62,39.34,48.16,0.5504
100468,2026-05-14,Jackie Benson,North,Furniture,Ergonomic Desk,2,299.99,599.98,179.99,359.98,240.0,0.4
100155,2025-11-19,Jenna Escobar,South,Furniture,Sofa,11,799.99,8799.89,479.99,5279.89,3520.0,0.4
101239,2025-12-24,Lisa Russell,North,Electronics,Wireless Headphones,6,149.99,899.94,107.99,647.94,252.0,0.28
101572,2025-09-18,Peter Harvey,West,Furniture,Dining Table,5,450.0,2250.0,270.0,1350.0,900.0,0.4
100500,2025-12-30,William Hurst,West,Electronics,Smart Watch,12,249.99,2999.88,179.99,2159.88,840.0,0.28
100179,2025-12-28,Stephen French,West,Electronics,Smart Phone,9,699.99,6299.91,503.99,4535.91,1764.0,0.28
101110,2026-04-26,Christopher Aguirre,North,Furniture,Dining Table,14,450.0,6300.0,270.0,3780.0,2520.0,0.4
100561,2025-06-21,Brooke Jackson,North,Office Supplies,Paper Shredder,8,89.99,719.92,40.5,324.0,395.92,0.5499
101293,2025-11-23,Michelle Lam,East,Furniture,Dining Table,10,450.0,4500.0,270.0,2700.0,1800.0,0.4
100528,2026-03-24,Mr. Steven Silva III,East,Electronics,Wireless Headphones,5,149.99,749.95,107.99,539.95,210.0,0.28
100346,2026-03-22,Lisa Rivers,West,Furniture,Sofa,7,799.99,5599.93,479.99,3359.93,2240.0,0.4
101151,2025-10-21,Jacqueline Lam,North,Furniture,Dining Table,8,450.0,3600.0,270.0,2160.0,1440.0,0.4
101414,2025-06-23,John Spears,North,Office Supplies,Paper Shredder,4,89.99,359.96,40.5,162.0,197.96,0.5499
100819,2026-03-24,Amanda Evans,West,Electronics,Laptop,5,1199.99,5999.95,863.99,4319.95,1680.0,0.28
101563,2026-05-19,Keith Richmond,North,Electronics,Smart Phone,4,699.99,2799.96,503.99,2015.96,784.0,0.28
100243,2026-01-28,Dana Anderson MD,North,Office Supplies,Paper Shredder,13,89.99,1169.87,40.5,526.5,643.37,0.5499
101223,2025-10-21,Unknown Customer,West,Furniture,Ergonomic Desk,10,299.99,2999.9,179.99,1799.9,1200.0,0.4
100312,2025-11-12,Unknown Customer,South,Office Supplies,Notebook,2,4.99,9.98,2.25,4.5,5.48,0.5491
100435,2025-07-25,William Hunter,South,Furniture,Office Chair,13,189.99,2469.87,113.99,1481.87,988.0,0.4
101573,2026-03-20,Scott Johnston,North,Furniture,Dining Table,5,450.0,2250.0,270.0,1350.0,900.0,0.4
101384,2026-03-12,Stephanie Edwards,North,Office Supplies,File Organizer,11,24.99,274.89,11.25,123.75,151.14,0.5498
100308,2025-11-13,Dawn Ortiz,East,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
100430,2026-05-27,Dawn Prince,West,Furniture,Dining Table,3,450.0,1350.0,270.0,810.0,540.0,0.4
100370,2025-10-07,Lisa Davis,North,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100617,2025-06-18,Carol Anderson,East,Furniture,Ergonomic Desk,15,299.99,4499.85,179.99,2699.85,1800.0,0.4
100845,2025-06-30,Kimberly Weber,East,Electronics,Smart Phone,3,699.99,2099.97,503.99,1511.97,588.0,0.28
101524,2025-09-24,Jorge Schultz DVM,East,Office Supplies,Gel Pens (Pack of 10),6,12.5,75.0,5.62,33.72,41.28,0.5504
100296,2025-09-22,Chad Davis,North,Electronics,Wireless Headphones,6,149.99,899.94,107.99,647.94,252.0,0.28
100643,2025-12-28,Judy Flores,South,Furniture,Dining Table,2,450.0,900.0,270.0,540.0,360.0,0.4
