Transaction_ID,Date,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Region
100785,,,Electronics,Laptop,9.0,1199.99,10799.91,SOUTH
100712,"October 06, 2025",Connie Edwards,Office Supplies,Notebook,5.0,4.99,24.950000000000003,South
100990,"August 05, 2025",Kim Flores,Furniture,Ergonomic Desk,10.0,299.99,2999.9,SOUTH
100128,29/04/2026,Brett Mosley,Furniture,Dining Table,,450.0,,East
100483,07/12/2025,Jordan Smith,Office Supplies,File Organizer,12.0,24.99,299.88,NORTH
100668,"October 09, 2025",Laura Griffin, Office Supplies ,Paper Shredder,9.0,89.99,809.91,West
100720,"May 25, 2026",Christopher Parker,Electronics,Smart Watch,4.0,249.99,999.96,South
101265,"October 07, 2025",Julie Morris,electronics,Wireless Headphones,7.0,149.99,1049.93,North
100432,2026-05-10,Corey Baker,Office Supplies,Notebook,15.0,4.99,74.85000000000001,W
100893,"November 12, 2025",Paul Smith,furniture,Sofa,9.0,799.99,7199.91,North
100551,"feb 27, 2026",Eric Floyd,Furniture,Dining Table,5.0,450.0,2250.0,East
100478,"October 30, 2025",Lindsey Armstrong,Office Supplies,Gel Pens (Pack of 10),13.0,12.5,162.5,S
100543,"August 08, 2025",David Wright,Furniture,Dining Table,11.0,450.0,4950.0,West
100462,28/04/2026,Jamie Tucker,Electronics,Wireless Headphones,9.0,149.99,1349.91,south
101034,"feb 10, 2026",Jenna Gardner,Furniture,Office Chair,9.0,189.99,1709.91,South
100941,24/10/2025,Jasmine Nguyen,Office Supplies,File Organizer,4.0,24.99,99.96,WEST
100611,2026-05-11,Kathleen Morris,Office Supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,east
100798,"January 22, 2026",Todd Cook,electronics,Laptop,6.0,1199.99,7199.9400000000005,West
100590,"feb 14, 2026",Kiara Jenkins,Electronics,Smart Watch,12.0,249.99,2999.88,West
100425,"November 05, 2025",Annette Odonnell, Office Supplies ,Paper Shredder,,89.99,,EAST
101375,"may 12, 2026",Kimberly Clark,Furniture,Dining Table,14.0,450.0,6300.0,West
101569,24/01/2026,Jacob Reid,Furniture,Dining Table,7.0,450.0,3150.0,East
100478,"October 30, 2025",Lindsey Armstrong,Office Supplies,Gel Pens (Pack of 10),13.0,12.5,162.5,S
100352,,Maria Bailey,Office Supplies,Gel Pens (Pack of 10),8.0,12.5,100.0,South
100342,"April 02, 2026",Sarah Bartlett,Electronics,Laptop,11.0,,,S
100226,16/10/2025,Adam Alvarado, Office Supplies ,Notebook,13.0,4.99,64.87,North
100231,"sep 09, 2025",Alyssa Jones,Office Supplies,Gel Pens (Pack of 10),,12.5,,
101516,,Heather Estrada, Electronics ,Laptop,12.0,1199.99,14399.880000000001,East
101417,"jul 16, 2025",Steven Jones,office supplies,Gel Pens (Pack of 10),8.0,12.5,100.0,N
100538,"December 03, 2025",Kathy Carson,Office Supplies,Notebook,9.0,4.99,44.910000000000004,East
100163,"July 06, 2025",Dawn Carlson,Furniture,Office Chair,5.0,189.99,949.95,West
100811,"November 02, 2025",Joshua Chambers, Office Supplies ,Paper Shredder,15.0,89.99,1349.85,East
100567,2025-11-02,Frank Singleton,electronics,Laptop,,1199.99,,South
100266,"June 30, 2025",Brett Welch,Electronics,Smart Phone,-3.0,699.99,-2099.9700000000003,North
100148,"February 28, 2026",Hannah Padilla,furniture,Ergonomic Desk,11.0,299.99,3299.8900000000003,South
100481,18/01/2026,Ashley Diaz MD, Furniture ,Dining Table,2.0,,,EAST
100792,"January 09, 2026",Alexander Allen,Furniture,Ergonomic Desk,4.0,299.99,1199.96,North
101541,"February 19, 2026",Dennis Griffith,Office Supplies,Gel Pens (Pack of 10),2.0,,,South
101310,2026-05-07,Shelly Cameron,Furniture,Dining Table,13.0,450.0,5850.0,East
100306,13/01/2026,Todd Moore,electronics,Wireless Headphones,13.0,149.99,1949.8700000000001,west
100192,"November 11, 2025",Maria Lewis,Furniture,Sofa,10.0,799.99,7999.9,South
100309,03/09/2025,Brian Castro,office supplies,Notebook,13.0,4.99,64.87,South
100680,"December 15, 2025",Laura Lewis,Furniture,Dining Table,12.0,450.0,5400.0,South
100063,,Blake Carter,Furniture,Sofa,12.0,799.99,9599.880000000001,North
100838,"March 04, 2026",Cory Lucas,Furniture,Office Chair,4.0,189.99,759.96,South
101357,"January 02, 2026",Laura White,office supplies,Mutated Product,14.0,89.99,999.99,NORTH
101553,14/01/2026,Cynthia Miller, Furniture ,Sofa,3.0,799.99,2399.9700000000003,West
100707,"apr 24, 2026",Omar Hopkins,Furniture,Dining Table,11.0,450.0,4950.0,EAST
101144,13/06/2025,Kendra Sullivan,Office Supplies,Gel Pens (Pack of 10),11.0,12.5,137.5,W
100931,,Amy Morris,Office Supplies,Paper Shredder,3.0,89.99,269.96999999999997,North
101101,"jul 28, 2025",Melissa Lopez,electronics,Laptop,8.0,1199.99,9599.92,W
101581,"February 19, 2026",Devon Knox,Office Supplies,Paper Shredder,10.0,89.99,899.9,west
100682,"nov 15, 2025",Jessica Lewis,Furniture,Ergonomic Desk,4.0,299.99,1199.96,W
100218,"August 24, 2025",Sean Roberts,Furniture,Ergonomic Desk,12.0,299.99,3599.88,S
101477,"September 22, 2025",Mrs. Amanda Thompson,Furniture,Dining Table,3.0,450.0,1350.0,North
100286,22/07/2025,Thomas Nunez,Furniture,Dining Table,8.0,450.0,3600.0,North
101047,2026-03-18,Nancy Haynes,Electronics,Laptop,13.0,1199.99,15599.87,WEST
101336,"June 20, 2025",Alicia Turner, Electronics ,Smart Phone,13.0,699.99,9099.87,North
101296,,William Little,Electronics,Smart Phone,4.0,699.99,2799.96,EAST
100552,10/04/2026,Anne Owens,furniture,Ergonomic Desk,7.0,299.99,2099.9300000000003,W
100479,19/09/2025,Joshua Santiago,Office Supplies,File Organizer,14.0,,,West
101118,"June 21, 2025",Miranda Sharp,Furniture,Ergonomic Desk,7.0,299.99,2099.9300000000003,North
101364,"February 03, 2026",Jason Griffin,Office Supplies,Notebook,13.0,4.99,64.87,North
101277,"February 07, 2026",Katelyn Ferguson,Office Supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,East
101322,2025-08-23,Michael Miller,electronics,Smart Phone,1.0,699.99,699.99,East
101401,"jun 08, 2025",Patricia Barnes,Furniture,Dining Table,7.0,450.0,3150.0,west
101030,2025-11-26,Andrew Norman,Office Supplies,Gel Pens (Pack of 10),10.0,12.5,125.0,East
100576,2026-03-13,Crystal Cantu,Furniture,Dining Table,14.0,450.0,6300.0,West
100514,27/05/2026,Frederick Lee,Furniture,Office Chair,2.0,189.99,379.98,WEST
101189,2025-11-30,Crystal Moses,Electronics,Wireless Headphones,3.0,149.99,449.97,North
101080,2026-04-21,Gregory Kelly,Furniture,Ergonomic Desk,9.0,299.99,2699.91,South
100765,"September 17, 2025",Emily Galvan,Office Supplies,File Organizer,2.0,,,East
100704,18/10/2025,Anna Adams,Electronics,Laptop,,1199.99,,north
100664,"September 12, 2025",Tina Harris,Furniture,Sofa,2.0,799.99,1599.98,West
100413,"November 06, 2025",Tanya Long,Office Supplies,File Organizer,5.0,24.99,124.94999999999999,E
100398,,Jon Mayer,Electronics,Smart Phone,4.0,699.99,2799.96,East
101547,"February 16, 2026",Erin Gilbert,Office Supplies,Gel Pens (Pack of 10),6.0,12.5,75.0,East
100925,"December 03, 2025",Diane Bradley,Furniture,Office Chair,10.0,189.99,1899.9,NORTH
101381,,Katelyn Johnson,office supplies,Paper Shredder,15.0,89.99,1349.85,WEST
100942,31/08/2025,Jackson Contreras,Electronics,Smart Watch,9.0,249.99,2249.91,East
100813,"October 19, 2025",Kathy Hernandez,office supplies,File Organizer,15.0,24.99,374.84999999999997,West
101097,18/11/2025,Amy Beasley,Electronics,Smart Watch,12.0,249.99,2999.88,West
100277,12/07/2025,Ronald Vargas,Furniture,Ergonomic Desk,11.0,299.99,3794.8735,South
101286,,Adam Lewis,Electronics,Smart Watch,8.0,249.99,1999.92,WEST
101530,10/02/2026,,Furniture,Ergonomic Desk,13.0,299.99,3899.87,West
101289,"December 06, 2025",Wesley Richardson, Electronics ,Wireless Headphones,,149.99,,East
100973,11/08/2025,David Taylor,Electronics,Wireless Headphones,14.0,149.99,2099.86,South
100236,17/07/2025,Katherine Ross, Electronics ,Wireless Headphones,14.0,149.99,2099.86,South
101352,"January 12, 2026",, Office Supplies ,Paper Shredder,8.0,89.99,827.9079999999999,West
101466,"mar 06, 2026",Emily Garcia,Office Supplies,Gel Pens (Pack of 10),4.0,12.5,50.0,EAST
100168,23/03/2026,Lauren Anderson,Office Supplies,Paper Shredder,4.0,89.99,359.96,North
100416,2025-08-31,Kelsey Robles,electronics,Wireless Headphones,10.0,149.99,1499.9,East
101221,"jan 02, 2026",Jeremy Hooper,Electronics,Smart Phone,13.0,699.99,9099.87,SOUTH
101231,26/01/2026,Cynthia Robles,Electronics,Smart Phone,-3.0,699.99,-2099.9700000000003,East
100208,29/03/2026,Maria Hall,Office Supplies,Paper Shredder,14.0,89.99,1259.86,South
100997,"February 17, 2026",Megan Bishop, Electronics ,Laptop,14.0,1199.99,16799.86,South
101298,30/09/2025,Gina Norman, Furniture ,Sofa,14.0,,,NORTH
100607,"August 28, 2025",Tammy Walker,Furniture,Sofa,13.0,799.99,10399.87,West
100058,10/03/2026,,Electronics,Laptop,1.0,1199.99,1199.99,East
101331,19/08/2025,Billy Romero,Electronics,Laptop,8.0,1199.99,9599.92,WEST
101319,"jun 28, 2025",Lauren Jackson,Office Supplies,Gel Pens (Pack of 10),,12.5,,West
100555,03/06/2025,Diamond Rowe,Office Supplies,Gel Pens (Pack of 10),7.0,12.5,87.5,East
100892,20/11/2025,Zachary Murphy,Electronics,Smart Phone,6.0,699.99,4199.9400000000005,West
101313,"June 15, 2025",Tammy Zimmerman,Furniture,Dining Table,3.0,450.0,1350.0,South
100363,"October 18, 2025",David Owens,Office Supplies,File Organizer,3.0,24.99,74.97,West
100527,"September 12, 2025",Nathaniel Rice,Furniture,Office Chair,14.0,189.99,2659.86,South
100354,22/10/2025,Shelley Miller,furniture,Dining Table,10.0,450.0,4500.0,South
100879,"feb 27, 2026",Sabrina Kelly,office supplies,Gel Pens (Pack of 10),15.0,12.5,187.5,West
101335,05/10/2025,Shelly Manning,Furniture,Sofa,14.0,799.99,11199.86,North
101103,30/05/2026,Matthew Robertson, Furniture ,Sofa,4.0,,,West
101161,"April 12, 2026",Joseph Perez,furniture,Ergonomic Desk,7.0,299.99,,South
101383,07/02/2026,Brent Mosley,Office Supplies,Notebook,8.0,4.99,39.92,South
100292,2025-08-16,Jennifer Mayer,Office Supplies,Notebook,1.0,4.99,4.99,North
100599,"July 01, 2025",Corey Hayes,Office Supplies,Paper Shredder,,89.99,,EAST
101274,24/11/2025,Keith Mason,Furniture,Office Chair,4.0,189.99,759.96,North
101457,"may 11, 2026",, Electronics ,Smart Phone,11.0,699.99,7699.89,North
101251,2026-02-21,Susan Baker,Office Supplies,Notebook,2.0,4.99,9.98,North
101431,"October 03, 2025",Deanna French,Furniture,Ergonomic Desk,-4.0,299.99,100.0,North
100548,"jan 21, 2026",Christine Moore, Electronics ,Smart Phone,8.0,699.99,5599.92,West
100233,"feb 22, 2026",Michael Maldonado,Furniture,Ergonomic Desk,8.0,299.99,2399.92,North
100589,2026-02-25,Jennifer Smith,furniture,Sofa,14.0,799.99,11199.86,West
101376,07/11/2025,Paula Brady,Furniture,Dining Table,13.0,450.0,,N
100196,25/07/2025,Laura Walsh,Electronics,Smart Phone,5.0,699.99,3499.95,East
100834,"December 09, 2025",Hannah White,Office Supplies,Notebook,15.0,4.99,74.85000000000001,south
100493,"November 24, 2025",James Holmes,Electronics,Wireless Headphones,8.0,149.99,1199.92,West
101594,"May 14, 2026",April Wilson,Office Supplies,Notebook,11.0,4.99,54.89,South
100081,"December 20, 2025",Christopher Wallace, Electronics ,Wireless Headphones,9.0,149.99,1349.91,east
101556,"July 25, 2025",,furniture,Ergonomic Desk,13.0,,,West
100752,"August 04, 2025",Thomas Klein,Office Supplies,Gel Pens (Pack of 10),7.0,12.5,87.5,North
101276,21/12/2025,William Hernandez,Furniture,Office Chair,15.0,189.99,2849.8500000000004,S
100989,"July 18, 2025",Miranda Wilson,Furniture,Office Chair,2.0,189.99,379.98,North
100380,"jul 11, 2025",Rachel Ellis,Furniture,Office Chair,6.0,189.99,1139.94,East
100111,03/12/2025,Terry Moreno,Furniture,Dining Table,4.0,450.0,1800.0,East
101473,"jan 24, 2026",Robert Cook,Office Supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,South
101452,05/03/2026,Kristina Welch, Furniture ,Office Chair,10.0,189.99,1899.9,
101398,"January 21, 2026",Stephen Morrison,Furniture,Dining Table,1.0,450.0,450.0,West
101467,"December 29, 2025",,Electronics,Smart Watch,4.0,249.99,999.96,North
101497,"April 29, 2026",Paula Castaneda,furniture,Mutated Product,10.0,450.0,999.99,north
100886,"oct 23, 2025",Matthew Wyatt,Furniture,Office Chair,4.0,189.99,,West
100906,,Catherine Owens,Furniture,Office Chair,12.0,189.99,2621.862,West
101190,"February 23, 2026",John Rogers,Office Supplies,Gel Pens (Pack of 10),8.0,12.5,100.0,west
100310,"April 13, 2026",Jacob Black,Office Supplies,File Organizer,9.0,24.99,,South
100723,05/10/2025,Larry Martin,Furniture,Office Chair,-1.0,189.99,-189.99,North
101100,01/08/2025,Kimberly Moore,furniture,Dining Table,5.0,450.0,2250.0,North
101211,"July 25, 2025",Tamara Wilson, Electronics ,Wireless Headphones,5.0,149.99,749.95,South
100654,,Megan Burnett,Electronics,Laptop,15.0,1199.99,17999.85,North
101271,,Christina Kelley,furniture,Office Chair,3.0,189.99,655.4655,E
100583,"August 15, 2025",Daniel Gillespie,Office Supplies,File Organizer,8.0,24.99,199.92,East
101227,"mar 07, 2026",,Electronics,Wireless Headphones,8.0,149.99,1199.92,North
100514,27/05/2026,Frederick Lee,Furniture,Office Chair,2.0,189.99,379.98,WEST
101176,"August 02, 2025",Kimberly Williams,Office Supplies,Paper Shredder,15.0,89.99,1349.85,E
100890,18/01/2026,Kristi Brown MD, Electronics ,Mutated Product,7.0,699.99,999.99,South
101134,"September 02, 2025",Jeffrey Ball, Office Supplies ,File Organizer,6.0,24.99,149.94,SOUTH
101108,28/07/2025,Jeremy French,Office Supplies,Notebook,9.0,,,South
100844,06/12/2025,Tyler Jones,Furniture,Dining Table,6.0,450.0,2700.0,
101554,2025-06-02,Tina Morgan,Office Supplies,File Organizer,5.0,24.99,124.94999999999999,East
101595,11/12/2025,Matthew Chen, Furniture ,Office Chair,6.0,189.99,1139.94,North
100613,"dec 26, 2025",,Furniture,Office Chair,11.0,189.99,2089.8900000000003,NORTH
100570,"apr 02, 2026",Benjamin Hughes, Office Supplies ,Paper Shredder,1.0,89.99,89.99,WEST
101552,"August 23, 2025",,Furniture,Ergonomic Desk,4.0,299.99,1199.96,East
101096,03/11/2025,Ann Haley,furniture,Sofa,1.0,799.99,799.99,North
101278,2026-04-07,Mary Lyons,Furniture,Dining Table,13.0,450.0,5850.0,South
100584,"September 10, 2025",Ryan Hall,Furniture,Office Chair,1.0,189.99,189.99,EAST
101314,03/05/2026,Michael Davis,Office Supplies,Notebook,11.0,4.99,54.89,East
100327,"April 29, 2026",Jessica Johnson,Furniture,Office Chair,12.0,189.99,2279.88,South
100254,17/11/2025,Patrick Wood,Electronics,Laptop,7.0,1199.99,8399.93,S
100757,"aug 22, 2025",Carrie Harris,Electronics,Smart Watch,2.0,249.99,499.98,South
100322,2026-01-15,Jonathan Mills,Furniture,Ergonomic Desk,8.0,299.99,2399.92,South
101206,04/05/2026,Derek Smith,Office Supplies,Paper Shredder,8.0,89.99,719.92,South
100816,31/03/2026,,Electronics,Smart Phone,8.0,699.99,5599.92,East
100679,"November 14, 2025",Nichole Mcbride,Office Supplies,File Organizer,4.0,24.99,99.96,West
100817,15/03/2026,Heather Buchanan,electronics,Smart Phone,12.0,699.99,8399.880000000001,S
101326,26/02/2026,Lindsay Carter,Furniture,Dining Table,4.0,450.0,1800.0,West
100626,02/12/2025,Cameron Torres,Electronics,Smart Phone,4.0,699.99,2799.96,
100177,,Kevin Walker,Office Supplies,File Organizer,3.0,24.99,74.97,North
100949,"jan 27, 2026",Dawn Woods, Furniture ,Office Chair,13.0,189.99,2469.87,North
101470,"May 13, 2026",Ryan Garza,Electronics,Smart Watch,13.0,249.99,3249.87,South
100490,24/03/2026,Luke Carroll,Furniture,Ergonomic Desk,8.0,299.99,2399.92,South
100086,18/11/2025,Ashley Dorsey,Electronics,Laptop,13.0,1199.99,15599.87,South
100898,2026-01-26,Amanda Mayer,Office Supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,EAST
101168,"November 05, 2025",Lisa Arnold,electronics,Smart Watch,15.0,249.99,3749.8500000000004,SOUTH
101574,2025-07-13,Robert Lewis,Electronics,Laptop,4.0,1199.99,4799.96,West
100365,"February 07, 2026",Kevin Griffin,Furniture,Ergonomic Desk,1.0,299.99,299.99,South
100517,"April 01, 2026",Connie Lyons,Furniture,Mutated Product,4.0,189.99,999.99,East
100964,"January 27, 2026",Kristen Liu,furniture,Dining Table,3.0,450.0,1350.0,south
100265,"feb 04, 2026",Pamela Kramer,office supplies,Paper Shredder,-2.0,89.99,-179.98,north
100287,"January 05, 2026",Catherine Adams,Office Supplies,Notebook,2.0,4.99,,East
100566,"jan 22, 2026",Eric Park,Office Supplies,File Organizer,14.0,24.99,349.85999999999996,East
100358,2026-02-17,Todd Hood,Furniture,Sofa,15.0,799.99,11999.85,East
100054,2025-11-02,Cynthia Aguilar,electronics,Laptop,-1.0,1199.99,-1199.99,
101146,"sep 09, 2025",Nancy Martin,electronics,Smart Watch,-2.0,249.99,-499.98,NORTH
101247,14/04/2026,Ashley Harmon,Office Supplies,Gel Pens (Pack of 10),7.0,12.5,87.5,North
100979,2025-11-15,Joseph Meyers,Office Supplies,File Organizer,11.0,24.99,274.89,south
101463,"aug 30, 2025",Nathan Rowe,furniture,Ergonomic Desk,,299.99,,East
100678,25/05/2026,Katie Coleman, Electronics ,Wireless Headphones,8.0,149.99,1199.92,E
101549,"July 22, 2025",Kiara Rodriguez,Office Supplies,Paper Shredder,4.0,89.99,359.96,West
100899,04/11/2025,David Davis, Furniture ,Sofa,15.0,799.99,11999.85,SOUTH
100221,"April 01, 2026",Caleb Gonzalez,Electronics,Smart Phone,6.0,699.99,4199.9400000000005,South
100113,"sep 30, 2025",Madeline Davis,Furniture,Ergonomic Desk,13.0,299.99,3899.87,West
101307,"oct 28, 2025",Keith Nixon, Office Supplies ,File Organizer,3.0,24.99,74.97,EAST
100526,10/11/2025,Brandi Myers,Furniture,Sofa,6.0,799.99,4799.9400000000005,east
101521,"mar 27, 2026",Joseph Quinn,Office Supplies,Paper Shredder,7.0,89.99,629.93,South
100711,"February 24, 2026",Madison Steele,Electronics,Laptop,2.0,1199.99,2399.98,South
100497,"April 05, 2026",Nicholas Beck,Office Supplies,Notebook,15.0,4.99,74.85000000000001,NORTH
100174,2026-03-01,Alice Grant,office supplies,Paper Shredder,5.0,89.99,449.95,West
101260,2025-12-26,Bryan Nguyen,office supplies,Notebook,9.0,4.99,44.910000000000004,North
100651,"jun 10, 2025",Emily Wilson,office supplies,Notebook,3.0,4.99,14.97,east
100818,"May 14, 2026",Michele Hunt,Office Supplies,File Organizer,7.0,24.99,174.92999999999998,South
101253,"June 27, 2025",Theresa Moore,Furniture,Dining Table,7.0,450.0,3150.0,South
100018,"dec 17, 2025",Timothy Brown, Furniture ,Sofa,5.0,799.99,3999.95,south
100423,"March 02, 2026",Lisa Jones,Furniture,Sofa,13.0,799.99,11959.8505,
101112,,Alexander Friedman,Electronics,Smart Phone,5.0,699.99,3499.95,East
100285,2026-03-08,Ronald Vaughan,Furniture,Dining Table,12.0,450.0,,west
101318,18/09/2025,Howard Landry,Furniture,Ergonomic Desk,3.0,299.99,899.97,north
100428,"January 26, 2026",Victoria Bautista,electronics,Smart Phone,9.0,699.99,,South
101255,09/03/2026,Kayla Walker,Office Supplies,Gel Pens (Pack of 10),-2.0,12.5,-25.0,East
100535,08/11/2025,Joshua Perez,Furniture,Sofa,13.0,799.99,10399.87,East
100031,"mar 23, 2026",Mark Turner,Electronics,Wireless Headphones,1.0,,,South
100670,07/06/2025,Andrew Dean,Electronics,Smart Phone,11.0,699.99,7699.89,South
100974,"May 27, 2026",Russell Martinez, Furniture ,Ergonomic Desk,10.0,,,West
100214,2026-01-20,Jordan Williams, Electronics ,Smart Watch,4.0,249.99,999.96,E
100937,"oct 19, 2025",Matthew Lee,Furniture,Sofa,10.0,799.99,7999.9,S
100326,"sep 21, 2025",Debbie Nichols, Furniture ,Dining Table,2.0,450.0,900.0,West
100864,2026-05-01,Anne Black,Furniture,Dining Table,8.0,450.0,3600.0,South
100534,2026-05-03,Gary Horn,Electronics,Smart Watch,14.0,249.99,3499.86,East
101548,"June 11, 2025",Brandon Turner,Furniture,Sofa,8.0,799.99,6399.92,S
100341,2026-04-04,Natalie Bennett,Furniture,Office Chair,2.0,189.99,379.98,West
100147,"February 12, 2026",Heidi Frye,office supplies,File Organizer,14.0,24.99,349.85999999999996,West
100360,28/03/2026,Kimberly Leblanc, Office Supplies ,File Organizer,7.0,24.99,174.92999999999998,NORTH
100083,"jul 30, 2025",Shaun Perez,Electronics,Laptop,15.0,1199.99,17999.85,West
100048,2026-01-22,Matthew Brown,Office Supplies,Gel Pens (Pack of 10),7.0,12.5,87.5,West
100468,"may 14, 2026",Jackie Benson, Furniture ,Ergonomic Desk,2.0,299.99,599.98,North
100155,"November 19, 2025",Jenna Escobar,Furniture,Sofa,11.0,799.99,8799.89,South
101239,"dec 24, 2025",Lisa Russell,Electronics,Wireless Headphones,6.0,149.99,899.94,North
101164,17/11/2025,David Perez,Office Supplies,Paper Shredder,9.0,89.99,809.91,
101572,18/09/2025,Peter Harvey,Furniture,Dining Table,5.0,450.0,2250.0,west
101357,"January 02, 2026",Laura White,office supplies,Paper Shredder,14.0,89.99,1259.86,NORTH
100500,30/12/2025,William Hurst,Electronics,Smart Watch,12.0,249.99,2999.88,W
100179,"dec 28, 2025",Stephen French, Electronics ,Smart Phone,9.0,699.99,6299.91,West
101110,2026-04-26,Christopher Aguirre,Furniture,Dining Table,14.0,450.0,6300.0,North
100561,"June 21, 2025",Brooke Jackson,Office Supplies,Paper Shredder,8.0,89.99,719.92,NORTH
101293,23/11/2025,Michelle Lam,Furniture,Dining Table,10.0,450.0,4500.0,east
100528,"mar 24, 2026",Mr. Steven Silva III,Electronics,Wireless Headphones,5.0,149.99,749.95,East
100346,"March 22, 2026",Lisa Rivers,Furniture,Sofa,7.0,799.99,5599.93,West
101151,"oct 21, 2025",Jacqueline Lam,furniture,Dining Table,8.0,450.0,3600.0,North
101466,"mar 06, 2026",Emily Garcia,Office Supplies,Gel Pens (Pack of 10),4.0,12.5,50.0,EAST
101414,23/06/2025,John Spears,Office Supplies,Paper Shredder,4.0,89.99,359.96,N
100819,"March 24, 2026",Amanda Evans,Electronics,Laptop,5.0,1199.99,5999.95,West
101563,"May 19, 2026",Keith Richmond,Electronics,Smart Phone,4.0,699.99,2799.96,North
101155,"August 11, 2025",Robert Wagner,office supplies,Paper Shredder,7.0,,,West
100243,28/01/2026,Dana Anderson MD,Office Supplies,Paper Shredder,13.0,89.99,1169.87,North
101223,"October 21, 2025",, Furniture ,Ergonomic Desk,10.0,299.99,2999.9,West
100312,12/11/2025,, Office Supplies ,Notebook,2.0,4.99,9.98,South
100435,25/07/2025,William Hunter,Furniture,Office Chair,13.0,189.99,2469.87,South
101573,"March 20, 2026",Scott Johnston,furniture,Dining Table,5.0,450.0,2250.0,NORTH
101384,"mar 12, 2026",Stephanie Edwards,Office Supplies,File Organizer,11.0,24.99,274.89,North
100308,"November 13, 2025",Dawn Ortiz,Office Supplies,Notebook,13.0,4.99,64.87,E
100430,27/05/2026,Dawn Prince,Furniture,Dining Table,3.0,450.0,1350.0,West
100370,07/10/2025,Lisa Davis, Furniture ,Office Chair,2.0,189.99,379.98,north
101201,"may 16, 2026",Jerry Bowen,Office Supplies,Gel Pens (Pack of 10),,12.5,,South
100181,,Ms. Nicole Rodriguez MD, Electronics ,Wireless Headphones,11.0,149.99,1649.89,West
100617,"June 18, 2025",Carol Anderson, Furniture ,Ergonomic Desk,15.0,299.99,4499.85,East
100584,"September 10, 2025",Ryan Hall,Furniture,Office Chair,1.0,189.99,189.99,EAST
100845,2025-06-30,Kimberly Weber,Electronics,Smart Phone,3.0,699.99,2099.9700000000003,east
101524,24/09/2025,Jorge Schultz DVM, Office Supplies ,Gel Pens (Pack of 10),6.0,12.5,75.0,East
100296,"sep 22, 2025",Chad Davis,Electronics,Wireless Headphones,6.0,149.99,899.94,North
100643,2025-12-28,Judy Flores,Furniture,Dining Table,2.0,450.0,900.0,south
100461,10/01/2026,Carly Adams, Furniture ,Office Chair,9.0,189.99,1709.91,East
101085,"October 12, 2025",Steven Schmidt,electronics,Laptop,,1199.99,,South
101441,"September 24, 2025",Jessica Garcia,Office Supplies,Notebook,3.0,4.99,14.97,S
100377,"December 04, 2025",Elizabeth Jackson,office supplies,Gel Pens (Pack of 10),6.0,12.5,75.0,West
101068,2025-06-26,Douglas Richardson,Office Supplies,Notebook,7.0,4.99,34.93,South
100126,"jul 09, 2025",,Office Supplies,File Organizer,6.0,24.99,149.94,W
101505,03/07/2025,Suzanne Hill,Electronics,Laptop,-1.0,1199.99,-1199.99,NORTH
100596,"sep 07, 2025",,office supplies,Notebook,10.0,4.99,49.900000000000006,South
100355,"August 16, 2025",Cole Peterson,Furniture,Office Chair,3.0,189.99,569.97,East
101346,"aug 16, 2025",Samuel Chapman,Electronics,Smart Watch,5.0,249.99,1249.95,East
100209,"April 02, 2026",Diane Hernandez,Office Supplies,Gel Pens (Pack of 10),6.0,12.5,75.0,north
100140,02/10/2025,Raymond Clark,Electronics,Wireless Headphones,-4.0,149.99,-599.96,North
101192,,Michelle Adkins,Furniture,Sofa,6.0,799.99,,E
101202,"April 10, 2026",Lauren Rodriguez,Office Supplies,File Organizer,4.0,24.99,99.96,EAST
100832,"mar 27, 2026",Jacob Garcia,Office Supplies,File Organizer,-2.0,24.99,-49.98,East
101311,"June 17, 2025",Jacob Johnson,Furniture,Dining Table,10.0,450.0,4500.0,South
100839,2026-02-21,Brooke Smith,Office Supplies,Paper Shredder,7.0,89.99,629.93,East
100637,"August 16, 2025",Carl Rose,Furniture,Dining Table,4.0,450.0,1800.0,West
101491,"June 15, 2025",Megan Ortega,Furniture,Ergonomic Desk,12.0,299.99,3599.88,South
100631,"dec 09, 2025",Alexis Torres,Office Supplies,File Organizer,12.0,24.99,299.88,NORTH
100610,"May 27, 2026",Jesse Fletcher,Office Supplies,Gel Pens (Pack of 10),1.0,12.5,12.5,west
100010,2026-04-24,Kyle Williamson,Office Supplies,Gel Pens (Pack of 10),3.0,12.5,37.5,East
101179,"April 06, 2026",, Furniture ,Ergonomic Desk,15.0,299.99,,East
100282,"apr 24, 2026",,furniture,Office Chair,10.0,189.99,1899.9,West
100291,"March 23, 2026",Elizabeth Turner,Office Supplies,Gel Pens (Pack of 10),11.0,12.5,137.5,South
100986,"June 20, 2025",Steven Beltran,Electronics,Laptop,14.0,1199.99,16799.86,South
100677,"December 11, 2025",Cynthia Medina,Office Supplies,Notebook,6.0,4.99,,S
100129,2026-05-22,Maria Moss,Furniture,Dining Table,2.0,450.0,900.0,East
100323,"April 17, 2026",Heather Howe,Electronics,Smart Phone,,699.99,,South
101226,"August 31, 2025",Kathryn Bell,Electronics,Smart Watch,8.0,249.99,1999.92,South
101546,10/03/2026,Sara Wilson,Furniture,Office Chair,1.0,189.99,189.99,South
